id,produzent,modell,typ,inch,controller,lift,date,notiz,cap,seek,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,mtbf
1780,SEAGATE,,ST3283A,,AT,,,,245,12,1024,5,0,978,14,35,0,0,200
1781,SEAGATE,,ST3283N,3.5,SCSI2,,,,248,12,0,0,0,0,0,0,0,0,200
1782,SEAGATE,,ST3500A,3.5,AT,,,,426,11,1546,7,0,0,0,0,0,0,200
1783,SEAGATE,,ST3500N,3.5,SCSI2,,,,426,11,1546,7,0,0,0,0,0,0,200
1784,SEAGATE,,ST351A/X,3.5,AT/XT,,,,42,28,904,2,0,820,6,17,0,0,150
1785,SEAGATE,,ST3600A,3.5,AT,,,,525,12,1877,7,0,0,0,0,0,0,200
1786,SEAGATE,,ST3600N,3.5,SCSI2,,,,525,12,1877,7,0,0,0,0,0,0,200
1787,SEAGATE,,ST4026,5F,MFM,,,,21,40,615,4,17,0,0,0,300,0,0
1788,SEAGATE,,ST4030,,MFM,,,,31,0,733,5,17,0,0,0,0,0,0
1789,SEAGATE,,ST4038,5F,MFM,+,,,32,40,733,5,17,0,0,0,0,0,0
1790,SEAGATE,,ST4038M,5F,MFM,,,,31,40,733,5,17,0,0,0,0,0,0
1791,SEAGATE,,ST4051,5,MFM,+,,,42,40,977,5,17,0,0,0,0,0,0
1792,SEAGATE,,ST4051N,5.2,SCSI,,,,0,28,977,5,0,0,0,0,0,0,0
1793,SEAGATE,,ST4053,5F,MFM,J,,,45,28,1024,5,17,0,0,0,,1023,40
1794,SEAGATE,,ST406,5.2,MFM,,,,5,85,306,2,17,0,0,0,128,0,0
1795,SEAGATE,,ST4077N,5.2,SCSI,,,,66,28,1024,5,26,0,0,0,0,0,0
1796,SEAGATE,,ST4077R,5F,RLL,,,,65,28,1024,5,26,0,0,0,0,0,0
1797,SEAGATE,,ST4085,5F,MFM,+,,,71,28,1024,8,17,0,0,0,0,0,40
1798,SEAGATE,,ST4086,5F,MFM,+,,,72,28,925,9,17,0,0,0,0,0,0
1799,SEAGATE,,ST4096,5F,MFM,J,,,80,28,1024,9,17,0,0,0,,1023,40
1801,SEAGATE,,ST4096-0,5F,MFM,+,,,80,40,1024,9,17,0,0,0,0,0,25
1800,SEAGATE,,ST4096N,5.2,SCSI,,,,0,0,1147,8,0,0,0,0,0,0,0
1802,SEAGATE,,ST4097,5F,MFM,+,,,80,28,1024,9,17,0,0,0,0,0,40
1803,SEAGATE,,ST41097J,5F,"DUAL SMD",,,,950,11,2101,17,0,0,0,0,0,0,150
1804,SEAGATE,,ST412,5F,MFM,,,,11,85,306,4,17,0,0,0,128,0,0
1805,SEAGATE,,ST41200N,5F,SCSI,+,,,1050,15,1931,15,0,0,0,0,0,0,100
1806,SEAGATE,,ST41201J,5F,"DUAL SMD",,,,1055,11,2101,17,0,0,0,0,0,0,150
1807,SEAGATE,,ST41201K,5F,"DUAL IPI",,,,1050,11,2101,17,0,0,0,0,0,0,150
1808,SEAGATE,,ST4135R,5F,RLL,+,,,115,28,990,9,26,0,0,0,0,0,40
1809,SEAGATE,,ST4144N,5.2,SCSI,,,,0,28,1024,9,26,0,0,0,0,0,0
1810,SEAGATE,,ST4144R,5F,RLL,J,,,123,28,1024,9,26,0,0,0,,1023,40
1811,SEAGATE,,ST41520N,5F,SCSI2,,,,1352,11,2101,17,0,0,0,0,0,0,150
1812,SEAGATE,,ST41600N,5F,SCSI2,,,,1352,11,2101,17,0,0,0,0,0,0,150
1813,SEAGATE,,ST41601N,5F,SCSI2,,,,1352,11,2101,17,0,0,0,0,0,0,150
1814,SEAGATE,,ST41650E,5.2,ESDI,,,,1420,12,0,0,0,0,0,0,0,0,0
1815,SEAGATE,,ST41650N,5F,SCSI2,,,,1415,15,2107,15,0,0,0,0,0,0,150
1816,SEAGATE,,ST41651N,5F,SCSI2,,,,1415,15,2107,15,0,0,0,0,0,0,150
1817,SEAGATE,,ST41800K,5F,"DUAL IPI",,,,1800,11,2627,18,0,0,0,0,0,0,150
1818,SEAGATE,,ST4182E,5F,ESDI,+,,,151,17,969,9,35,0,0,0,0,0,100
1819,SEAGATE,,ST4182N,5F,SCSI,+,,,150,17,969,9,35,0,0,0,0,0,100
1820,SEAGATE,,ST419,5.2,MFM,,,,15,85,306,6,17,0,0,0,128,0,0
1821,SEAGATE,,ST4192,5F,MFM,J,,,169,17,1147,8,36,0,0,0,,1146,25
1822,SEAGATE,,ST4192E,5.2,ESDI,,,,169,17,1147,8,36,0,0,0,0,0,0
1823,SEAGATE,,ST4192N,5.2,SCSI,,,,168,17,1147,8,36,0,0,0,0,0,0
1824,SEAGATE,,ST42100N,5F,SCSI2,,,,1900,13,2574,15,0,0,0,0,0,0,150
1825,SEAGATE,,ST42101N,5F,SCSI2,,,,1900,13,2574,15,0,0,0,0,0,0,150
1826,SEAGATE,,ST42400N,5F,SCSI2,,,,2129,11,2627,19,0,0,0,0,0,0,150
1827,SEAGATE,,ST425,5.2,MFM,,,,21,0,306,8,17,0,0,0,0,0,0
1828,SEAGATE,,ST43200K,5F,"DUAL IPI",,,,3000,11,2627,20,0,0,0,0,0,0,150
1829,SEAGATE,,ST43400N,5F,SCSI2,,,,2846,11,2627,21,0,0,0,0,0,0,150
1830,SEAGATE,,ST43401N,5F,SCSI2,,,,2846,11,2627,21,0,0,0,0,0,0,150
1831,SEAGATE,,ST4350N,5F,SCSI,+,,,307,17,1412,9,0,0,0,0,0,0,100
1832,SEAGATE,,ST4376N,5F,SCSI,+,,,330,18,1549,9,29,0,0,0,0,0,100
1833,SEAGATE,,ST4383E,5F,ESDI,+,,,319,18,1412,13,35,0,0,0,0,0,100
1834,SEAGATE,,ST4384E,5F,ESDI,+,,,319,15,1224,15,35,0,0,0,0,0,100
1835,SEAGATE,,ST4385N,5F,SCSI,+,,,337,11,791,15,0,0,0,0,0,0,100
1836,SEAGATE,,ST4442E,5F,ESDI,+,,,368,16,1412,15,35,0,0,0,0,0,100
1837,SEAGATE,,ST4702N,5F,SCSI,+,,,613,17,1546,15,0,0,0,0,0,0,100
1838,SEAGATE,,ST4766E,5F,ESDI,+,,,676,16,1632,15,53,0,0,0,0,0,100
1839,SEAGATE,,ST4766N,5F,SCSI,+,,,676,16,1632,15,54,0,0,0,0,0,100
1840,SEAGATE,,ST4767E,5F,ESDI,,,,676,11,1399,15,0,0,0,0,0,0,150
1841,SEAGATE,,ST4767N,5F,SCSI,+,,,676,12,1362,15,0,0,0,0,0,0,100
1842,SEAGATE,,ST4769E,5.2,ESDI,Y,,,631,15,1552,15,53,0,0,0,0,0,150
1843,SEAGATE,,ST4806,5,MFM,,,,72,28,918,9,17,0,0,0,0,0,40
1844,SEAGATE,,ST506,5.2,MFM,,,,5,85,153,4,17,0,0,0,128,0,0
1845,SEAGATE,,ST6165J,,SMD,,,,140,30,823,10,0,0,0,0,0,0,10
1846,SEAGATE,,ST6315J,,SMD-E,,,,280,20,823,19,0,0,0,0,0,0,30
1847,SEAGATE,,ST6344J,9,SMD,Y,,,344,18,711,24,0,0,0,0,0,0,30
1848,SEAGATE,,ST6516J,9,SMD-E,Y,,,516,18,711,24,0,0,0,0,0,0,30
1849,SEAGATE,,ST6516K,9,IPI2,Y,,,516,18,711,24,0,0,0,0,0,0,30
1850,SEAGATE,,ST683J,,SMD,,,,83,30,823,5,0,0,0,0,0,0,8
1851,SEAGATE,,ST706,5.2,MFM,,,,5,0,306,2,17,0,0,0,128,0,0
1852,SEAGATE,,ST81123J,8,SMD-O/E,Y,,,1050,15,1635,15,0,0,0,0,0,0,100
1853,SEAGATE,,ST81154K(T),8,IPI2,Y,,,1050,15,1635,14,0,1635,7,0,0,0,100
1854,SEAGATE,,ST81236,8,SMD-O/E,Y,,,1056,15,1635,15,0,0,0,0,0,0,100
1855,SEAGATE,,ST81236J,,SMD-E,,,,1236,15,1635,15,0,0,0,0,0,0,100
1856,SEAGATE,,ST81236K,8,IPI2,Y,,,1056,15,1635,15,0,0,0,0,0,0,100
1857,SEAGATE,,ST81236N,8,SCSI,Y,,,1049,15,1635,15,0,0,0,0,0,0,100
1858,SEAGATE,,ST82038J,8,SMD-E,Y,,,1800,12,2611,19,0,0,0,0,0,0,150
1859,SEAGATE,,ST82105K,8,IPI2,Y,,,1850,13,2611,16,0,2611,2,0,0,0,80
1860,SEAGATE,,ST82272J,8,SMD-E,Y,,,1950,13,2611,19,0,0,0,0,0,0,150
1861,SEAGATE,,ST82368K,8,IPI2,Y,,,2050,13,2611,18,0,2611,2,0,0,0,64
1862,SEAGATE,,ST82500J,8,SMD-O/E,Y,,,2140,13,2611,19,0,0,0,0,0,0,150
1863,SEAGATE,,ST82500K,8,IPI2,Y,,,2140,13,2611,19,0,0,0,0,0,0,150
1864,SEAGATE,,ST82500N,8,SCSI,Y,,,2140,13,2611,19,0,0,0,0,0,0,150
1865,SEAGATE,,ST83050,8,IPI2,Y,,,2650,12,1655,18,0,0,0,0,0,0,150
1866,SEAGATE,,ST83220,8,IPI2,Y,,,2800,12,1655,19,0,0,0,0,0,0,150
1867,SEAGATE,,ST8368J,8,SMD-E,Y,,,368,18,1217,10,0,0,0,0,0,0,30
1868,SEAGATE,,ST8368N,8,SCSI,Y,,,316,18,1217,10,0,0,0,0,0,0,30
1869,SEAGATE,,ST8500J,8,SMD-E,Y,,,500,18,1217,10,0,0,0,0,0,0,30
1870,SEAGATE,,ST8500N,8,SCSI,Y,,,378,18,1217,10,0,0,0,0,0,0,30
1871,SEAGATE,,ST8741J,8,SMD-E,Y,,,736,15,1635,15,0,0,0,0,0,0,50
1872,SEAGATE,,ST8741N,8,SCSI,Y,,,637,15,1635,15,0,0,0,0,0,0,50
1873,SEAGATE,,ST8851J,8,SMD-O/E,Y,,,727,15,1381,15,0,0,0,0,0,0,100
1874,SEAGATE,,ST8851K,8,IPI2,Y,,,727,15,1381,15,0,0,0,0,0,0,100
1875,SEAGATE,,ST8851N,8,SCSI,Y,,,727,15,1381,15,0,0,0,0,0,0,100
1876,SEAGATE,,ST9025A,2.5,IDE,Y,,,21,20,654,2,32,0,0,0,0,0,150
1877,SEAGATE,,ST9051A,2.5,AT,,,,42,19,654,4,32,0,0,0,0,0,150
1878,SEAGATE,,ST9052A,2.5,AT,,,,42,16,1024,16,0,0,0,0,0,0,150
1879,SEAGATE,,ST9077A,2.5,AT,,,,64,16,1024,16,0,0,0,0,0,0,150
1880,SEAGATE,,ST9096A,3.5,AT,,,,85,16,1024,16,0,980,10,17,0,0,150
1881,SEAGATE,,ST9096N,2.5,SCSI2,,,,85,16,0,0,0,0,0,0,0,0,150
1882,SEAGATE,,ST9144A,2.5,AT,,,,127,16,1024,16,0,0,0,0,0,0,150
1883,SEAGATE,,ST9144N,2.5,SCSI2,,,,127,16,0,0,0,0,0,0,0,0,150
1884,SHUGART,,"SA 604",,MFM,,,,0,0,160,4,17,0,0,0,128,0,0
1885,SHUGART,,"SA 606",,MFM,,,,0,0,160,6,17,0,0,0,128,0,0
1886,SHUGART,,"SA 607",,MFM,,,,0,0,306,2,17,0,0,0,128,0,0
1887,SHUGART,,"SA 612",,MFM,,,,0,0,311,4,17,0,0,0,128,0,0
1888,SHUGART,,"SA 706",,MFM,,,,0,0,306,2,17,0,0,0,128,0,0
1889,SHUGART,,"SA 712",,MFM,,,,0,0,306,4,17,0,0,0,128,0,0
1890,SHUGART,,SA724,5,MFM,,,,20,0,640,4,17,0,0,0,255,0,0
1891,SIEMENS,,1200,5.2,ESDI,,,,0,25,1216,8,0,0,0,0,0,0,0
1892,SIEMENS,,1300,5.2,ESDI,,,,0,25,1216,12,0,0,0,0,0,0,0
1893,SIEMENS,,2200,,ESDI,,,,0,25,1216,8,0,0,0,0,0,0,0
1894,SIEMENS,,2300,,ESDI,,,,0,25,1216,12,0,0,0,0,0,0,0
1895,SIEMENS,,4410,,ESDI,,,,322,0,0,0,0,0,0,0,0,0,0
1896,SIEMENS,,4420,5,SCSI,,,,322,0,0,0,0,0,0,0,0,0,0
1897,SIEMENS,,5710,,ESDI,,,,0,16,0,15,0,0,0,0,0,0,0
1898,SIEMENS,,5720,,SCSI,,,,0,16,0,15,0,0,0,0,0,0,0
1899,SIEMENS,,5810,5,ESDI,,,,688,0,0,0,0,0,0,0,0,0,0
1900,SIEMENS,,5820,5,SCSI,,,,688,0,0,0,0,0,0,0,0,0,0
1901,SIEMENS,,6200,5.2,SCSI,Y,,,1200,14,0,0,0,0,0,0,0,0,99
1902,SIEMENS,,7520,5.2,SCSI,,,,655,16,0,15,0,0,0,0,0,0,0
1903,SONY,,"SRD 2040Z",3H,SCSI,N,,,40,28,0,0,0,0,0,0,,0,0
1904,"STORAGE DIMENSI",,AT1000S,5.2,SCSI,,,,1000,15,0,15,0,0,0,0,0,0,100
1905,"STORAGE DIMENSI",,AT100R,,RLL,,,,109,0,1024,8,26,0,0,0,0,0,0
1906,"STORAGE DIMENSI",,AT100S,3.5,SCSI,Y,,,105,19,0,3,0,0,0,0,0,0,150
1907,"STORAGE DIMENSI",,AT120,,MFM,N,,,119,27,918,15,17,0,0,0,,917,0
1908,"STORAGE DIMENSI",,AT133,,MFM,,,,134,0,1024,15,0,0,0,0,17,0,0
1909,"STORAGE DIMENSI",,AT155E,,ESDI,N,,,156,14,1224,7,36,0,0,0,,1223,0
1910,"STORAGE DIMENSI",,AT155S,,SCSI,N,,,156,14,0,0,0,0,0,0,0,0,0
1911,"STORAGE DIMENSI",,AT160,,MFM,N,,,158,28,1224,15,17,0,0,0,,1223,0
1912,"STORAGE DIMENSI",,AT200R,,RLL,,,,204,0,1024,15,26,0,0,0,0,0,0
1913,"STORAGE DIMENSI",,AT200S,3.5,SCSI,Y,,,204,15,0,7,0,0,0,0,0,0,150
1914,"STORAGE DIMENSI",,AT320S,,SCSI,N,,,327,16,1224,15,35,0,0,0,,1223,0
1915,"STORAGE DIMENSI",,AT335E,,ESDI,N,,,336,16,1224,15,36,0,0,0,,1223,0
1916,"STORAGE DIMENSI",,AT40,,MFM,,,,43,0,1024,5,17,0,0,0,0,0,0
1917,"STORAGE DIMENSI",,AT650E,,ESDI,N,,,651,17,1632,15,52,0,0,0,,1631,0
1918,"STORAGE DIMENSI",,AT650S,,SCSI,N,,,651,17,0,0,0,0,0,0,0,0,0
1919,"STORAGE DIMENSI",,AT70,,MFM,,,,71,0,1024,8,17,0,0,0,0,0,0
1920,"STORAGE DIMENSI",,MAC195,3.5,SCSI,,,,195,15,0,7,0,0,0,0,0,0,150
1921,"STORAGE DIMENSI",,PS155E,5.2,ESDI,Y,,,156,14,1224,9,36,0,0,0,0,0,0
1922,"STORAGE DIMENSI",,PS155S,5.2,SCSI,Y,,,156,14,1224,9,36,0,0,0,0,0,0
1923,"STORAGE DIMENSI",,PS335E,5.2,ESDI,Y,,,338,16,1224,15,36,0,0,0,0,0,0
1924,"STORAGE DIMENSI",,PS650S,5.2,SCSI,Y,,,651,16,1632,15,54,0,0,0,0,0,0
1925,SYQUEST,,SQ306R,,MFM,,,,0,0,306,2,17,0,0,0,0,0,0
1926,SYQUEST,,SQ306RD,,SCSI,,,,10,0,306,2,35,0,0,0,0,0,0
1927,SYQUEST,,SQ306RD,,MFM,,,,0,0,306,4,17,0,0,0,0,0,0
1928,SYQUEST,,SQ312RD,,SCSI,,,,21,0,612,2,35,0,0,0,0,0,0
1929,SYQUEST,,SQ315F,,MFM,,,,0,0,612,4,17,0,0,0,0,0,0
1930,SYQUEST,,SQ319,,MFM,,,,0,0,612,2,17,0,0,0,0,0,0
1931,SYQUEST,,SQ319R,,,,,,0,0,615,4,0,0,0,0,0,0,0
1932,SYQUEST,,SQ325F,,SCSI,,,,42,0,612,4,35,0,0,0,0,0,0
1933,SYQUEST,,SQ338F,,SCSI,,,,63,0,612,6,35,0,0,0,0,0,0
1934,SYQUEST,,SQ338F,,MFM,,,,0,0,615,6,17,0,0,0,0,0,0
1935,SYQUEST,,SQ340AF,,MFM,,,,0,0,640,6,17,0,0,0,0,0,0
2040,"T. I.",,,5.2,MFM,,,,0,0,153,4,17,0,0,0,0,0,0
1936,TANDON,,TAN501,5F,MFM,N,,,5,85,306,2,17,0,0,0,128,305,0
1937,TANDON,,TAN502,5F,MFM,N,,,10,85,306,4,17,0,0,0,128,305,0
1938,TANDON,,TAN503,5F,MFM,N,,,15,85,306,6,17,0,0,0,128,305,0
1939,TANDON,,"TM 2085",,SCSI,,,,0,25,1004,9,0,0,0,0,0,0,0
1940,TANDON,,"TM 2128",,SCSI,,,,0,25,1004,9,0,0,0,0,0,0,0
1941,TANDON,,"TM 2170",,SCSI,,,,0,25,1344,9,0,0,0,0,0,0,0
1942,TANDON,,"TM 244",,RLL,,,,0,37,782,4,26,0,0,0,0,0,0
1943,TANDON,,"TM 246",,RLL,,,,0,37,782,6,26,0,0,0,0,0,0
1944,TANDON,,"TM 251",,MFM,,,,0,0,306,2,0,0,0,0,0,0,0
1945,TANDON,,"TM 252",5H,MFM,N,,,10,85,306,4,17,0,0,0,128,305,0
1946,TANDON,,"TM 261",,MFM,,,,0,0,612,2,17,0,0,0,0,0,0
1947,TANDON,,"TM 262",5H,MFM,N,,,21,80,615,4,17,0,0,0,,614,0
1948,TANDON,,"TM 262R",3H,RLL,N,,,20,85,782,2,26,0,0,0,,781,0
1949,TANDON,,"TM 264",3H,RLL,N,,,41,85,782,4,26,0,0,0,,781,0
1950,TANDON,,"TM 270",5.2,MFM,,,,71,0,1024,8,17,0,0,0,0,0,0
1951,TANDON,,"TM 3085",5F,MFM,J,,,71,25,1024,8,17,0,0,0,,1023,0
1952,TANDON,,"TM 3085R",5.2,RLL,,,,104,37,1024,8,26,0,0,0,0,0,0
1953,TANDON,,"TM 344",3.5,RLL,,,,0,37,782,4,26,0,0,0,0,0,0
1954,TANDON,,"TM 346",3.5,RLL,,,,0,37,782,6,26,0,0,0,0,0,0
1955,TANDON,,"TM 353",,MFM,,,,0,0,306,4,17,0,0,0,0,0,0
1956,TANDON,,"TM 361",,MFM,,,,0,0,612,2,17,0,0,0,0,0,0
1957,TANDON,,"TM 362",3H,MFM,N,,,21,80,615,4,17,0,0,0,,614,0
1958,TANDON,,"TM 362R",3.5,RLL,,,,0,85,782,2,26,0,0,0,0,0,0
1959,TANDON,,"TM 364",3.5,RLL,,,,0,85,782,4,26,0,0,0,0,0,0
1960,TANDON,,"TM 501",,MFM,,,,0,0,306,2,17,0,0,0,153,0,0
1961,TANDON,,"TM 502",,MFM,,,,0,0,306,4,17,0,0,0,153,0,0
1962,TANDON,,"TM 503",,MFM,,,,0,0,306,6,17,0,0,0,153,0,0
1963,TANDON,,"TM 6025",,MFM,,,,0,0,153,4,17,0,0,0,0,0,0
1964,TANDON,,"TM 602S",5F,MFM,N,,,5,98,153,4,17,0,0,0,,152,0
1965,TANDON,,"TM 6035",,MFM,,,,0,0,153,6,17,0,0,0,0,0,0
1966,TANDON,,"TM 6035E",,MFM,,,,0,0,230,6,17,0,0,0,128,0,0
1967,TANDON,,"TM 603S",5F,MFM,N,,,7,98,153,6,17,0,0,0,,152,0
1968,TANDON,,"TM 603SE",5F,MFM,N,,,11,98,230,6,17,0,0,0,,229,0
1969,TANDON,,"TM 702AT",,RLL,,,,0,0,615,4,26,0,0,0,0,0,0
1970,TANDON,,"TM 702AT",5F,MFM,J,,,21,40,615,4,17,0,0,0,300,614,0
1971,TANDON,,"TM 703",5F,MFM,J,,,30,45,695,5,17,0,0,0,300,694,0
1972,TANDON,,"TM 703AT",5F,MFM,J,,,31,40,733,5,17,0,0,0,300,732,0
1973,TANDON,,"TM 703AT",,RLL,,,,0,0,733,5,26,0,0,0,0,0,0
1974,TANDON,,"TM 705",5F,MFM,J,,,41,39,962,5,17,0,0,0,,961,0
1975,TANDON,,"TM 755",5H,MFM,J,,,42,35,981,5,17,0,0,0,,980,0
1976,TANDY,,25-1045,,,,,,28,0,0,0,0,0,0,0,0,0,0
1977,TANDY,,25-1046,3.5,IDE,,,,43,28,782,4,27,0,0,0,0,0,40
1978,TANDY,,25-4130,3.5,IDE,,,,100,17,0,4,0,0,0,0,0,0,0
1979,TEAC,,SD-150,,MFM,,,,0,0,306,4,17,0,0,0,0,0,0
1980,TEAC,,SD-340,3,SCSI,J,,,43,23,1050,2,40,0,0,0,,1049,30
1981,TEAC,,SD-340A,3.5,IDE,Y,,,43,23,1050,2,40,0,0,0,0,0,30
1982,TEAC,,SD-380,3,SCSI,,,,86,0,1050,4,0,0,0,0,0,0,0
1983,TEAC,,SD-380AT,3.5,IDE,Y,,,86,22,1050,4,0,0,0,0,0,0,30
1984,TEAC,,SD-380S,3.5,SCSI,Y,,,86,22,1050,4,0,0,0,0,0,0,30
1985,TEAC,,SD-510,,MFM,,,,0,0,306,4,17,0,0,0,128,0,0
1986,TEAC,,SD-520,,MFM,,,,0,0,615,4,17,0,0,0,128,0,0
1987,"TEXAS INSTRUMEN",,ST506,5,MFM,,,,5,0,153,4,17,0,0,0,64,0,0
1988,"TEXAS INSTRUMEN",,TI-5,5.2,MFM,,,,5,0,153,4,17,0,0,0,0,0,0
1989,TOKICO,,"DK 503-2",,MFM,,,,0,0,306,4,17,0,0,0,0,0,0
1990,TOSHIBA,,MK-1034FC,3.5,IDE,Y,,,107,16,0,0,0,0,0,0,0,0,0
1991,TOSHIBA,,MK-1122FC,2.5,IDE,Y,,,43,23,0,0,0,0,0,0,0,0,0
1992,TOSHIBA,,MK-130,3.5,MFM,,,,53,25,733,7,17,0,0,0,0,0,30
1993,TOSHIBA,,MK-134,,RLL,,,,66,25,0,0,26,0,0,0,0,0,0
1994,TOSHIBA,,MK-134FA,3H,MFM,N,,,44,25,733,7,17,0,0,0,512,732,0
1995,TOSHIBA,,MK-134FA(M),3.5,MFM,Y,,,45,23,733,7,17,0,0,0,0,0,30
1996,TOSHIBA,,MK-134FA(R),3.5,RLL,,,,65,23,733,7,26,0,0,0,0,0,0
1997,TOSHIBA,,MK-153FA,5,ESDI,,,,80,23,830,5,0,0,0,0,0,0,30
1998,TOSHIBA,,MK-153FB,5,SCSI,,,,76,23,830,5,0,0,0,0,0,0,30
1999,TOSHIBA,,MK-154FA,5,ESDI,,,,106,23,830,7,0,0,0,0,0,0,30
2000,TOSHIBA,,MK-154FB,5,SCSI,,,,106,23,830,7,0,0,0,0,0,0,30
2001,TOSHIBA,,MK-156FA,5,ESDI,,,,152,23,830,10,0,0,0,0,0,0,30
2002,TOSHIBA,,MK-156FB,5,SCSI,,,,152,23,830,10,0,0,0,0,0,0,30
2003,TOSHIBA,,MK-232FB,3,SCSI,,,,45,0,845,3,0,0,0,0,0,0,0
2004,TOSHIBA,,MK-233FB,3,SCSI,,,,75,0,845,5,0,0,0,0,0,0,0
2005,TOSHIBA,,MK-234FB,3,SCSI,+,,,106,20,845,7,0,0,0,0,0,0,30
2006,TOSHIBA,,MK-234FC,3,AT,+,,,106,20,845,7,0,0,0,0,0,0,30
2007,TOSHIBA,,MK-250F,5.2,ESDI,,,,0,18,1224,10,35,0,0,0,0,0,0
2008,TOSHIBA,,MK-250FA,5.2,ESDI,Y,,,382,18,1224,10,35,0,0,0,0,0,30
2009,TOSHIBA,,MK-250FB,5.2,SCSI,Y,,,382,18,1224,10,35,0,0,0,0,0,30
2010,TOSHIBA,,MK-3114C,3,MFM,,,,45,23,733,7,17,0,0,0,0,0,0
2011,TOSHIBA,,MK-355FA,5,ESDI,,,,405,16,1661,9,0,0,0,0,0,0,30
2012,TOSHIBA,,MK-355FB,5,SCSI2,,,,405,16,1661,9,0,0,0,0,0,0,30
2013,TOSHIBA,,MK-358FA,5,ESDI,,,,675,16,1661,15,0,0,0,0,0,0,30
2014,TOSHIBA,,MK-358FB,5,SCSI2,,,,675,16,1661,15,0,0,0,0,0,0,30
2015,TOSHIBA,,MK-53,,MFM,,,,36,0,833,5,17,0,0,0,0,0,0
2016,TOSHIBA,,MK-53FA(M),5.2,MFM,Y,,,43,30,830,5,17,0,0,0,512,0,20
2017,TOSHIBA,,MK-53FA(R),5.2,RLL,Y,,,64,30,830,5,26,0,0,0,512,0,20
2018,TOSHIBA,,MK-53FB(M),5.2,MFM,Y,,,43,25,830,5,17,0,0,0,512,0,20
2019,TOSHIBA,,MK-53FB(R),5.2,RLL,,,,64,25,830,5,26,0,0,0,512,0,20
2020,TOSHIBA,,MK-54,,MFM,,,,51,0,833,7,17,0,0,0,0,0,0
2021,TOSHIBA,,MK-54FA(M),5.2,MFM,Y,,,60,30,830,7,17,0,0,0,512,0,20
2022,TOSHIBA,,MK-54FA(R),5.2,RLL,Y,,,90,25,830,7,26,0,0,0,512,0,20
2023,TOSHIBA,,MK-54FB(M),5.2,MFM,Y,,,60,25,830,7,17,0,0,0,0,0,20
2024,TOSHIBA,,MK-54FB(R),5.2,RLL,Y,,,90,25,830,7,26,0,0,0,512,0,20
2025,TOSHIBA,,MK-56FA,,MFM,,,,73,0,833,10,0,0,0,0,17,0,0
2026,TOSHIBA,,MK-56FA(M),5.2,MFM,Y,,,86,30,830,10,17,0,0,0,512,0,20
2027,TOSHIBA,,MK-56FA(R),5.2,RLL,Y,,,129,30,830,10,26,0,0,0,512,0,20
2028,TOSHIBA,,MK-56FB,5,MFM,,,,70,25,830,10,17,0,0,0,0,0,20
2029,TOSHIBA,,MK-56FB(M),5.2,MFM,Y,,,86,25,830,10,17,0,0,0,512,0,20
2030,TOSHIBA,,MK-56FB(R),5.2,RLL,Y,,,129,25,830,10,26,0,0,0,512,0,20
2031,TOSHIBA,,MK-72PC,3.5,MFM,,,,72,25,0,0,17,0,0,0,0,0,0
2032,TOSHIBA,,MK-72PCR,,RLL,,,,110,28,0,0,26,0,0,0,0,0,0
2033,TULIN,,"TL 213",,MFM,,,,0,0,612,2,17,0,0,0,0,0,0
2034,TULIN,,"TL 226",,MFM,,,,22,85,640,4,17,0,0,0,0,0,0
2035,TULIN,,"TL 238",,MFM,,,,22,0,640,4,17,0,0,0,0,0,0
2036,TULIN,,"TL 240",,MFM,,,,33,85,640,6,17,0,0,0,0,0,0
2037,TULIN,,"TL 258",,MFM,,,,33,0,640,6,17,0,0,0,0,0,0
2038,TULIN,,"TL 326",,MFM,,,,22,40,640,4,17,0,0,0,0,0,0
2039,TULIN,,"TL 340",,MFM,,,,33,40,640,6,17,0,0,0,0,0,0
2041,VERTEX,,V130,,MFM,,,,0,0,987,3,17,0,0,0,0,0,0
2042,VERTEX,,V150,,MFM,,,,0,0,987,5,17,0,0,0,0,0,0
2043,VERTEX,,V170,,MFM,,,,0,0,987,7,17,0,0,0,0,0,0
2044,VERTEX,,V185,,MFM,,,,0,0,1166,7,17,0,0,0,0,0,0
2045,"WESTERN DIGITAL",,CONDOR,3.5,SCSI,,,,320,13,0,14,0,0,0,0,0,0,150
2046,"WESTERN DIGITAL",,"HD 210",3.5,AT,,,,210,14,980,12,35,0,0,0,0,0,0
2047,"WESTERN DIGITAL",,"HD 85",3.5,AT,,,,85,18,980,10,17,0,0,0,0,0,0
2048,"WESTERN DIGITAL",,"PIRANHA 105A",3.5,IDE,,,,104,15,0,4,0,0,0,0,0,0,50
2049,"WESTERN DIGITAL",,"PIRANHA 105S",3.5,SCSI,,,,104,15,0,4,0,0,0,0,0,0,50
2050,"WESTERN DIGITAL",,"PIRANHA 210A",3.5,IDE,,,,209,15,0,8,0,0,0,0,0,0,50
2051,"WESTERN DIGITAL",,"PIRANHA 210S",3.5,SCSI,,,,209,15,0,8,0,0,0,0,0,0,50
2052,"WESTERN DIGITAL",,"WD 262",3.5,MFM,,,,0,80,615,4,17,0,0,0,0,0,0
2053,"WESTERN DIGITAL",,"WD 344R",3.5,RLL,,,,0,40,782,4,26,0,0,0,0,0,0
2054,"WESTERN DIGITAL",,"WD 362",3.5,MFM,,,,0,80,615,4,17,0,0,0,0,0,0
