produzent,typ,cap,seek,inch,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,controller,mtbf,lift,date,notiz,sektors_al,mb,satz
FUJITSU,M2622T,326,12,3.5,1013,10,63,0,0,0,0,0,AT,0,,,,638190,312,542
FUJITSU,M2623SA,425,12,3.5,1435,9,70,0,0,0,0,0,SCSI2,200,,,,904050,441,543
FUJITSU,M2623T,420,12,3.5,1435,9,69,0,0,0,0,0,AT,200,,,,891135,435,544
FUJITSU,M2623T,420,12,3.5,1002,10,63,0,0,0,0,0,AT,0,,,,631260,308,545
FUJITSU,M2624SA,520,12,3.5,1435,11,70,0,0,0,0,0,SCSI2,200,,,,1104950,540,546
FUJITSU,M2624T,510,12,3.5,1435,11,69,0,0,0,0,0,AT,200,,,,1089165,532,547
FUJITSU,M2624T,513,12,3.5,995,16,63,0,0,0,0,0,AT,0,,,,1002960,490,548
FUJITSU,M2631SA,45,18,2.5,1054,2,48,0,0,0,0,0,SCSI2,150,,,,101184,49,549
FUJITSU,M2631T,45,18,2.5,1054,2,48,0,0,0,0,0,AT,150,,,,101184,49,550
FUJITSU,M2633SA,90,18,2.5,1054,4,48,0,0,0,0,0,SCSI2,150,,,,202368,99,551
FUJITSU,M2633T,90,18,2.5,1054,4,48,0,0,0,0,0,AT,150,,,,202368,99,552
FUJITSU,M2652HD,1600,11,5.25,0,20,0,0,0,0,0,0,SCSI2,200,Y,,,0,0,553
FUJITSU,M2652P,1600,11,5.25,0,12,0,0,0,0,0,0,IPI2,200,Y,,,0,0,554
FUJITSU,M2652S,1600,11,5.25,0,20,0,0,0,0,0,0,SCSI2F,200,Y,,,0,0,555
FUJITSU,M2671P,2640,0,8,0,15,0,0,0,0,0,0,IPI2,0,Y,,,0,0,556
HEWLETT PACKARD,D1445A,108,16,5,1249,5,35,0,0,0,0,0,ESDI,0,,,,218575,107,557
HEWLETT PACKARD,D1446A,152,16,5,1249,7,35,0,0,0,0,0,ESDI,0,,,,306005,149,558
HEWLETT PACKARD,D1660A,334,17,5,1457,8,56,0,0,0,0,0,ESDI,0,,,,652736,319,559
HEWLETT PACKARD,D1661A,670,17,5,1457,16,56,0,0,0,0,0,ESDI,0,,,,1305472,637,560
HEWLETT PACKARD,D1665A,84,19,3.5,965,10,17,0,0,0,0,0,AT,0,,,,164050,80,561
HEWLETT PACKARD,D1666A,83,19,3,834,6,17,0,0,0,0,0,MFM,0,,,,85068,42,562
HEWLETT PACKARD,D1674A,103,17,5.25,0,0,0,0,0,0,0,0,ESDI,0,,,,0,0,563
HEWLETT PACKARD,D1675A,155,17,,0,0,0,0,0,0,0,0,ESDI,0,,,,0,0,564
HEWLETT PACKARD,D1676A,311,17,5,1583,12,64,0,0,0,0,0,ESDI,0,,,,1215744,594,565
HEWLETT PACKARD,D1679A,120,16,3.5,814,9,32,0,0,0,0,0,AT,0,,,,234432,114,566
HEWLETT PACKARD,D1680A,168,16,3.5,968,10,34,0,0,0,0,0,AT,0,,,,329120,161,567
HEWLETT PACKARD,HP 97532 D,110,17,5F,1643,4,64,0,0,0,,1642,SCSI,150,N,,,420608,205,568
HEWLETT PACKARD,HP 97532 E,104,17,5F,1583,4,64,0,0,0,,1582,ESDI,150,N,,,405248,198,569
HEWLETT PACKARD,HP 97532 S,110,17,5F,1643,4,64,0,0,0,,1642,SCSI,150,N,,,420608,205,570
HEWLETT PACKARD,HP 97532 T,110,17,5F,1643,4,64,0,0,0,,1642,SCSI,150,N,,,420608,205,571
HEWLETT PACKARD,HP 97533 D,162,17,5F,1643,6,64,0,0,0,,1642,SCSI,150,N,,,630912,308,572
HEWLETT PACKARD,HP 97533 E,156,17,5F,1583,6,64,0,0,0,,1582,ESDI,150,N,,,607872,297,573
HEWLETT PACKARD,HP 97533 S,162,17,5F,1643,6,64,0,0,0,,1642,SCSI,150,N,,,630912,308,574
HEWLETT PACKARD,HP 97533 T,162,17,5F,1643,6,64,0,0,0,,1642,SCSI,150,N,,,630912,308,575
HEWLETT PACKARD,HP 97536 D,323,17,5F,1643,12,64,0,0,0,,1642,SCSI,150,N,,,1261824,616,576
HEWLETT PACKARD,HP 97536 E,311,17,5F,1583,12,64,0,0,0,,1582,ESDI,150,N,,,1215744,594,577
HEWLETT PACKARD,HP 97536 S,323,17,5F,1643,12,64,0,0,0,,1642,SCSI,150,N,,,1261824,616,578
HEWLETT PACKARD,HP 97536 T,323,17,5F,1643,12,64,0,0,0,,1642,SCSI,150,N,,,1261824,616,579
HEWLETT PACKARD,HP 97544 D,331,17,5F,1447,8,56,0,0,0,,1446,SCSI,150,N,,,648256,317,580
HEWLETT PACKARD,HP 97544 E,340,17,5F,1457,8,57,0,0,0,,1456,ESDI,150,N,,,664392,324,581
HEWLETT PACKARD,HP 97544 S,331,17,5F,1447,8,56,0,0,0,,1446,SCSI,150,N,,,648256,317,582
HEWLETT PACKARD,HP 97548 D,663,17,5F,1447,16,56,0,0,0,,1446,SCSI,150,N,,,1296512,633,583
HEWLETT PACKARD,HP 97548 E,680,17,5F,1457,16,57,0,0,0,,1456,ESDI,150,N,,,1328784,649,584
HEWLETT PACKARD,HP 97548 S,663,17,5F,1447,16,56,0,0,0,,1446,SCSI,150,N,,,1296512,633,585
HEWLETT PACKARD,HP-97500-85600,20,0,3.5,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,586
HEWLETT PACKARD,HP-97500-85620,20,0,3.5,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,587
HEWLETT PACKARD,HP-97544P,331,17,5.25,1447,8,56,0,0,0,0,0,SCSI2D,150,Y,,,648256,317,588
HEWLETT PACKARD,HP-97548P,663,17,5.25,1447,16,56,0,0,0,0,0,SCSI2D,150,Y,,,1296512,633,589
HEWLETT PACKARD,HP-97548T,663,17,5.25,1447,16,56,0,0,0,0,0,SCSI2,150,Y,,,1296512,633,590
HEWLETT PACKARD,HP-97549P,1000,18,5.25,1911,16,64,0,0,0,0,0,SCSI2D,150,Y,,,1956864,956,591
HEWLETT PACKARD,HP-97549T,1000,18,5.25,1911,16,64,0,0,0,0,0,SCSI2,150,Y,,,1956864,956,592
HEWLETT PACKARD,HP-97556E,681,15,5.25,1680,11,72,0,0,0,0,0,ESDI,150,Y,,,1330560,650,593
HEWLETT PACKARD,HP-97556P,673,15,5.25,1670,11,72,0,0,0,0,0,SCSI2D,150,Y,,,1322640,646,594
HEWLETT PACKARD,HP-97556T,673,15,5.25,1670,11,72,0,0,0,0,0,SCSI2,150,Y,,,1322640,646,595
HEWLETT PACKARD,HP-97558E,1084,15,5.25,1961,15,72,0,0,0,0,0,ESDI,150,Y,,,2117880,1034,596
HEWLETT PACKARD,HP-97558P,1075,15,5.25,1952,15,72,0,0,0,0,0,SCSI2D,150,Y,,,2108160,1029,597
HEWLETT PACKARD,HP-97558T,1075,15,5.25,1952,15,72,0,0,0,0,0,SCSI2,150,Y,,,2108160,1029,598
HEWLETT PACKARD,HP-97560E,1374,15,5.25,1961,19,72,0,0,0,0,0,ESDI,150,Y,,,2682648,1310,599
HEWLETT PACKARD,HP-97560P,1363,15,5.25,1952,19,72,0,0,0,0,0,SCSI2D,150,Y,,,2670336,1304,600
HEWLETT PACKARD,HP-97560T,1363,15,5.25,1952,19,72,0,0,0,0,0,SCSI2,150,Y,,,2670336,1304,601
HEWLETT PACKARD,HP-C2233S,234,13,3.5,1511,5,0,0,0,0,0,0,SCSI2,150,Y,,,0,0,602
HEWLETT PACKARD,HP-C2234S,328,13,3.5,1511,7,0,0,0,0,0,0,SCSI2,150,Y,,,0,0,603
HEWLETT PACKARD,HP-C2235S,422,13,3.5,1511,9,0,0,0,0,0,0,SCSI2,150,Y,,,0,0,604
HEWLETT-PACKARD,C2233A,234,12,3.5,462,16,63,733,12,53,0,0,AT,0,,,,465696,227,605
HEWLETT-PACKARD,C2234A,328,12,3.5,1511,7,63,647,16,63,0,0,AT,0,,,,652176,318,606
HEWLETT-PACKARD,C2235A,422,12,3.5,1511,9,63,0,0,0,0,0,AT,0,,,,838656,410,607
HITACHI,DK301-1,10,85,3.5,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,608
HITACHI,DK301-2,15,85,3.5,306,6,17,0,0,0,0,0,MFM,0,,,,31212,15,609
HITACHI,DK312C-20,209,20,3H,1076,10,38,0,0,0,,1075,SCSI,40,N,,,408880,200,610
HITACHI,DK312C-25,251,20,3H,1076,12,38,0,0,0,,1075,SCSI,40,N,,,490656,240,611
HITACHI,DK314C-41,419,17,3.5,0,14,0,0,0,0,0,0,SCSI,150,Y,,,0,0,612
HITACHI,DK502-1,10,0,,320,4,0,0,0,0,128,0,,0,,,,0,0,613
HITACHI,DK502-2,15,0,,320,6,0,0,0,0,128,0,,0,,,,0,0,614
HITACHI,DK502-3,20,0,,320,8,0,0,0,0,128,0,,0,,,,0,0,615
HITACHI,DK503-1,5,0,,320,2,0,0,0,0,128,0,,0,,,,0,0,616
HITACHI,DK503-2,10,0,,320,4,0,0,0,0,128,0,,0,,,,0,0,617
HITACHI,DK511-3,30,30,5F,699,5,17,0,0,0,128,698,MFM,0,N,,,59415,29,618
HITACHI,DK511-5,42,30,5F,699,7,17,0,0,0,128,698,MFM,0,N,,,83181,41,619
HITACHI,DK511-8,71,23,5F,823,10,17,0,0,0,,822,MFM,0,N,,,139910,68,620
HITACHI,DK512A-17,147,23,5F,823,10,35,0,0,0,,822,ESDI,20,N,,,288050,141,621
HITACHI,DK512C-12,98,23,,823,7,35,0,0,0,0,0,SCSI,0,,,,201635,98,622
HITACHI,DK512C-17,146,23,5F,819,10,35,0,0,0,,818,SCSI,20,N,,,286650,140,623
HITACHI,DK512C-8,70,23,,823,5,35,0,0,0,0,0,SCSI,0,,,,144025,70,624
HITACHI,DK512S-17,147,23,5F,823,10,35,0,0,0,,822,ESDI,20,N,,,288050,141,625
HITACHI,DK512-12,94,23,5.25,823,7,35,0,0,0,0,0,ESDI,0,,,,201635,98,626
HITACHI,DK512-17,134,23,5.25,823,10,35,0,0,0,0,0,ESDI,0,,,,288050,141,627
HITACHI,DK512-8,68,23,5.25,823,5,35,0,0,0,0,0,ESDI,0,,,,144025,70,628
HITACHI,DK514C-38,322,16,5F,903,14,51,0,0,0,,902,SCSI,30,N,,,644742,315,629
HITACHI,DK514S-38,330,16,5F,903,14,51,0,0,0,,902,ESDI,30,N,,,644742,315,630
HITACHI,DK514-38,330,16,5F,903,14,51,0,0,0,,902,ESDI,30,N,,,644742,315,631
HITACHI,DK515C-78,670,16,5F,1356,14,68,0,0,0,,1355,SCSI,40,N,,,1290912,630,632
HITACHI,DK515-12,1200,14,5.25,823,15,0,0,0,0,0,0,ESDI,150,y,,,0,0,633
HITACHI,DK515-78,673,16,5F,1361,14,69,0,0,0,,1360,ESDI,40,N,,,1314726,642,634
HITACHI,DK516-12,1056,14,5F,1787,15,0,0,0,0,0,0,ESDI,100,,1992-12-10,,0,0,635
HITACHI,DK516-C16,1342,14,5F,2172,15,0,0,0,0,0,0,SCSI,100,,1992-12-10,,0,0,636
HITACHI,DK521-5,43,25,5H,823,6,17,0,0,0,,822,MFM,30,N,,,83946,41,637
HITACHI,DK522C-10,88,25,5H,819,6,35,0,0,0,,818,SCSI,30,N,,,171990,84,638
HITACHI,DK522-10,91,25,5H,823,6,36,0,0,0,,822,ESDI,30,N,,,177768,87,639
IBM,0661,371,12,,0,14,0,0,0,0,0,0,SCSI2,150,Y,,,0,0,640
IBM,0661-371,320,13,3.5,0,0,0,0,0,0,0,0,,150,Y,,,0,0,641
IBM,0661-467,400,12,3.5,0,0,0,0,0,0,0,0,,150,Y,,,0,0,642
IBM,0663 L12,958,19,3.5,2051,8,66,0,0,0,0,0,SCSI,0,,,,0,0,643
IBM,0671E,330,20,5.25,0,15,0,0,0,0,0,0,ESDI,150,Y,,,0,0,644
IBM,0671S,330,20,5.25,0,15,0,0,0,0,0,0,SCSI,150,Y,,,0,0,645
IBM,0681,1054,11,5.25,0,20,0,0,0,0,0,0,SCSI2,150,Y,,,0,0,646
IBM,20MB (13),21,0,,306,8,17,0,0,0,128,305,MFM,0,N,,,41616,20,647
IBM,20MB (2),21,0,,615,4,17,0,0,0,128,614,MFM,0,N,,,41820,20,648
IBM,30MB (22),31,0,,733,5,17,0,0,0,300,732,MFM,0,N,,,62305,30,649
IBM,320,320,0,,0,0,0,0,0,0,0,0,,0,,,,0,0,650
IBM,WDA-3160,206,16,3.5,0,0,0,0,0,0,0,0,IDE,45,Y,,,0,0,651
IBM,WDS-3160,206,16,3.5,0,8,0,0,0,0,0,0,SCSI2,45,Y,,,0,0,652
IBM,WD-3168,157,23,3.5,0,0,0,0,0,0,0,0,PS2,45,Y,,,0,0,653
IMI,5006,5,0,,306,2,17,0,0,0,214,0,MFM,0,,,,10404,5,654
IMI,5012,10,0,,306,4,17,0,0,0,214,0,MFM,0,,,,20808,10,655
IMI,5018,15,0,,306,6,17,0,0,0,214,0,MFM,0,,,,31212,15,656
IMPRIMIS,85 P FH,75,0,,1024,9,17,0,0,0,0,0,MFM,0,,,,156672,76,657
IMPRIMIS,94155-120,97,0,,960,8,26,0,0,0,0,0,,0,,,,199680,98,658
IMPRIMIS,94155-135,109,28,5F,960,9,26,0,0,0,,0,RLL,40,N,,,224640,110,659
IMPRIMIS,94155-135P,109,0,,960,9,26,0,0,0,0,0,,0,,,,224640,110,660
IMPRIMIS,94155-19,18,40,5F,698,3,0,0,0,0,,697,MFM,0,N,,,0,0,661
IMPRIMIS,94155-21,17,40,5F,697,3,17,0,0,0,,696,MFM,0,N,,,35547,17,662
IMPRIMIS,94155-25,20,40,5F,615,4,17,0,0,0,,614,MFM,0,N,,,41820,20,663
IMPRIMIS,94155-36,30,40,5F,697,5,17,0,0,0,,696,MFM,0,N,,,59245,29,664
IMPRIMIS,94155-38,32,40,5F,733,5,17,0,0,0,,732,MFM,0,N,,,62305,30,665
IMPRIMIS,94155-48,40,28,5F,925,5,17,0,0,0,,924,MFM,0,N,,,78625,38,666
IMPRIMIS,94155-51,43,28,5F,989,5,17,0,0,0,,988,MFM,0,N,,,84065,41,667
IMPRIMIS,94155-56,69,0,,925,9,17,0,0,0,0,0,,0,,,,141525,69,668
IMPRIMIS,94155-57,48,28,5F,925,6,17,0,0,0,,924,MFM,0,N,,,94350,46,669
IMPRIMIS,94155-67,56,28,5F,925,7,17,0,0,0,,924,MFM,0,N,,,110075,54,670
IMPRIMIS,94155-77,64,28,5F,925,8,17,0,0,0,,924,MFM,0,N,,,125800,61,671
IMPRIMIS,94155-85,85,28,5F,1024,8,17,0,0,0,,1023,MFM,30,J,,,139264,68,672
IMPRIMIS,94155-85P,85,28,5F,1024,8,17,0,0,0,,1023,MFM,30,J,,,139264,68,673
IMPRIMIS,94155-86,73,28,5F,925,9,17,0,0,0,,924,MFM,40,J,,,141525,69,674
IMPRIMIS,94155-96,96,28,5F,1024,8,17,0,0,0,,1023,MFM,40,J,,,139264,68,675
IMPRIMIS,94155-96P,76,0,,1024,9,17,0,0,0,0,0,,0,,,,156672,76,676
IMPRIMIS,94156-48,38,0,,925,5,17,0,0,0,0,0,,0,,,,78625,38,677
IMPRIMIS,94156-67,53,0,,925,7,17,0,0,0,0,0,,0,,,,110075,54,678
IMPRIMIS,94156-86,87,28,5F,925,9,17,0,0,0,,924,ESDI,40,J,,,141525,69,679
IMPRIMIS,9415-519,0,0,,697,3,0,0,0,0,0,0,,0,,,,0,0,680
IMPRIMIS,9415-536,28,0,,697,5,17,0,0,0,0,0,,0,,,,59245,29,681
IMPRIMIS,9415-538,30,0,,733,5,17,0,0,0,0,0,,0,,,,62305,30,682
IMPRIMIS,94161-101,101,16,5F,969,5,0,0,0,0,,968,SCSI,40,J,,,0,0,683
IMPRIMIS,94161-141,141,16,5F,969,7,0,0,0,0,,968,SCSI,40,J,,,0,0,684
IMPRIMIS,94161-182,156,16,5F,969,9,35,0,0,0,,968,SCSI,40,J,,,305235,149,685
IMPRIMIS,94166-101,101,16,5F,969,5,0,0,0,0,,968,ESDI,40,J,,,0,0,686
IMPRIMIS,94166-141,141,16,5F,969,7,0,0,0,0,,968,ESDI,40,J,,,0,0,687
IMPRIMIS,94166-182,182,16,5F,969,9,35,0,0,0,,968,ESDI,40,J,,,305235,149,688
IMPRIMIS,9416X,0,0,,969,9,0,0,0,0,0,0,ESDI,0,,,,0,0,689
IMPRIMIS,94171-350,307,16,5F,1412,9,0,0,0,0,,1411,SCSI,40,J,,,0,0,690
IMPRIMIS,94171-376,330,17,5F,1546,9,0,0,0,0,,1545,SCSI,40,J,,,0,0,691
IMPRIMIS,94181,338,11,5F,0,15,0,0,0,0,,0,SCSI,40,J,,,0,0,692
IMPRIMIS,94181-702,613,16,5F,1546,15,0,0,0,0,,1545,SCSI,40,J,,,0,0,693
IMPRIMIS,94186-383,328,19,5F,1412,13,0,0,0,0,,1411,ESDI,40,J,,,0,0,694
IMPRIMIS,94186-383H,329,14,5F,1224,15,0,0,0,0,,1223,ESDI,40,J,,,0,0,695
IMPRIMIS,94186-442,373,16,5F,1412,15,0,0,0,0,,1411,ESDI,40,J,,,0,0,696
IMPRIMIS,94191-766,676,15,5F,1632,15,0,0,0,0,,1631,SCSI,40,J,,,0,0,697
IMPRIMIS,94196-766,676,15,5F,1632,15,0,0,0,0,,1631,ESDI,40,J,,,0,0,698
IMPRIMIS,94204-65,62,0,,941,8,17,0,0,0,0,0,,0,,,,127976,62,699
IMPRIMIS,94204-71,68,0,,1024,8,17,0,0,0,0,0,,0,,,,139264,68,700
IMPRIMIS,94204-74,74,28,5H,941,8,17,0,0,0,,940,AT-BUS,40,J,,,127976,62,701
IMPRIMIS,94204-81,81,28,5H,1024,8,17,0,0,0,,1023,AT-BUS,40,J,,,139264,68,702
IMPRIMIS,94205-30,0,0,,989,3,0,0,0,0,0,0,,0,,,,0,0,703
IMPRIMIS,94205-51,43,28,5H,989,5,17,0,0,0,,988,MFM,40,J,,,84065,41,704
IMPRIMIS,94205-77,63,28,5H,989,5,26,0,0,0,,988,RLL,40,J,,,128570,63,705
IMPRIMIS,94211-106,90,18,5H,1024,5,0,0,0,0,,1023,SCSI,40,J,,,0,0,706
IMPRIMIS,94216-106,106,18,5H,1024,5,0,0,0,0,,1023,ESDI,40,J,,,0,0,707
IMPRIMIS,94221-125,110,18,5H,1544,3,0,0,0,0,,1543,SCSI,40,J,,,0,0,708
IMPRIMIS,94221-209,183,18,5H,1544,5,0,0,0,0,,1543,SCSI,40,J,,,0,0,709
IMPRIMIS,94241-383,337,15,5H,1400,7,0,0,0,0,,1399,SCSI,40,N,,,0,0,710
IMPRIMIS,94241-502,440,16,5H,1765,7,0,0,0,0,,1764,SCSI,40,J,,,0,0,711
IMPRIMIS,94244-219,193,16,5H,1747,4,0,0,0,0,,1746,AT-BUS,40,J,,,0,0,712
IMPRIMIS,94244-383,338,16,5H,1747,7,0,0,0,0,,1746,AT-BUS,40,J,,,0,0,713
IMPRIMIS,94246-182,160,16,5H,1453,4,0,0,0,0,,1452,ESDI,40,J,,,0,0,714
IMPRIMIS,94246-383,337,16,5H,1747,7,0,0,0,0,,1746,ESDI,40,J,,,0,0,715
IMPRIMIS,94311-136,120,0,,0,5,0,0,0,0,0,0,SCSI,0,,,,0,0,716
IMPRIMIS,94351-111,98,15,3H,1068,5,0,0,0,0,,0,SCSI,30,J,,,0,0,717
IMPRIMIS,94351-126,111,15,3H,1068,7,0,0,0,0,,0,SCSI,30,J,,,0,0,718
IMPRIMIS,94351-133S,116,0,3,1268,5,0,0,0,0,0,0,SCSI,0,,,,0,0,719
IMPRIMIS,94351-155,138,15,3H,1068,7,0,0,0,0,,0,SCSI,30,J,,,0,0,720
IMPRIMIS,94351-155S,138,15,3H,0,7,0,0,0,0,,0,SCSI,30,J,,,0,0,721
IMPRIMIS,94351-160,142,15,3H,1068,9,0,0,0,0,,0,SCSI,30,J,,,0,0,722
IMPRIMIS,94351-186S,163,0,3,1268,7,0,0,0,0,0,0,SCSI,0,,,,0,0,723
IMPRIMIS,94351-200,177,15,3H,1068,9,0,0,0,0,,0,SCSI,30,J,,,0,0,724
IMPRIMIS,94351-200S,177,15,3H,0,9,0,0,0,0,,0,SCSI,30,J,,,0,0,725
IMPRIMIS,94354-111,98,15,3H,0,5,0,0,0,0,,0,AT-BUS,30,J,,,0,0,726
IMPRIMIS,94354-126,111,15,3H,0,7,0,0,0,0,,0,AT-BUS,30,J,,,0,0,727
IMPRIMIS,94354-135,122,0,,1072,9,26,0,0,0,0,0,,0,,,,250848,122,728
IMPRIMIS,94354-155,138,15,3H,0,7,0,0,0,0,,0,AT-BUS,30,J,,,0,0,729
IMPRIMIS,94354-160,143,15,3H,0,9,0,0,0,0,,0,AT-BUS,30,J,,,0,0,730
IMPRIMIS,94354-172,169,0,,1072,9,36,0,0,0,0,0,,0,,,,347328,170,731
IMPRIMIS,94354-200,177,15,3H,0,9,0,0,0,0,,0,AT-BUS,30,J,,,0,0,732
IMPRIMIS,94355-100,88,15,3H,0,9,0,0,0,0,,0,MFM,30,J,,,0,0,733
IMPRIMIS,94355-150,133,15,3H,0,9,0,0,0,0,,0,RLL,30,J,,,0,0,734
IMPRIMIS,94356-111,98,15,3H,0,5,0,0,0,0,,0,ESDI,30,J,,,0,0,735
IMPRIMIS,94356-155,138,15,3H,0,7,0,0,0,0,,0,ESDI,30,J,,,0,0,736
IMPRIMIS,94356-200,177,15,3H,0,9,0,0,0,0,,0,ESDI,30,J,,,0,0,737
IMPRIMIS,94601-12G,1050,16,5F,1931,15,0,0,0,0,,1930,SCSI,40,J,,,0,0,738
IMPRIMIS,WREN II FH,60,0,,924,9,17,0,0,0,0,0,MFM,0,,,,141372,69,739
IMPRIMIS,WREN II HH,40,0,,989,5,17,0,0,0,0,0,MFM,0,,,,84065,41,740
IMPRIMIS,WREN II HH AT,65,0,,1032,5,26,0,0,0,0,0,RLL,0,,,,134160,66,741
INTEGRAL,1820 MUSTANG,21,20,1.8,0,2,0,0,0,0,0,0,IDE,100,Y,,,0,0,742
INTEGRAL,1842 STINGRAY,42,0,1.8,0,4,0,0,0,0,0,0,IDE,0,Y,,,0,0,743
JASMINE,DD-180,174,20,3.5,0,0,0,0,0,0,0,0,SCSI,70,Y,,,0,0,744
JCT,100,5,99,5.25,0,0,17,0,0,0,0,0,MFM,0,,,,0,0,745
JCT,1000,5,0,,0,0,17,0,0,0,0,0,MFM,0,,,,0,0,746
JCT,1005,7,0,,0,0,17,0,0,0,0,0,MFM,0,,,,0,0,747
JCT,1010,14,0,,0,0,17,0,0,0,0,0,MFM,0,,,,0,0,748
JCT,105,7,99,5.25,0,0,17,0,0,0,0,0,MFM,0,,,,0,0,749
JCT,110,14,99,5.25,0,0,17,0,0,0,0,0,MFM,0,,,,0,0,750
JCT,120,20,99,5.25,0,0,17,0,0,0,0,0,MFM,0,,,,0,0,751
JVC,JD-3824L,21,68,3H,615,2,34,0,0,0,0,614,JVC,30,N,,,41820,20,752
JVC,JD-3824T,21,65,3H,615,2,34,0,0,0,0,614,JVC,30,N,,,41820,20,753
JVC,JD-3848H,42,45,3H,615,4,34,0,0,0,0,614,JVC,30,N,,,83640,41,754
JVC,JD-E2085M,78,16,2.5,973,4,43,973,4,43,0,0,IDE,0,,,,0,0,755
JVC,JD-E2825P,21,25,2.5,581,2,36,0,0,0,0,0,AT /SCSI,30,+,1992-12-10,,41832,20,756
JVC,JD-E2850P,42,25,2.5,791,3,35,0,0,0,0,0,SCSI,0,N,,,0,0,757
JVC,JD-E3848V,42,25,3.5,862,2,48,0,0,0,0,0,AT / SCSI,30,,1992-12-10,,82752,40,758
JVC,JD-E3896V,85,25,3.5,862,4,48,0,0,0,0,0,AT / SCSI,30,,1992-12-10,,165504,81,759
KALOK,KL3100 OCTAGON2,105,19,3.5,0,0,0,0,0,0,0,0,IDE,0,N,,,0,0,760
KALOK,KL320,21,48,3H,615,4,17,0,0,0,300,614,MFM,43,J,,,41820,20,761
KALOK,KL330,33,48,3H,615,4,26,0,0,0,,614,RLL,43,J,,,63960,31,762
KALOK,KL332,40,48,,615,4,30,0,0,0,0,0,PS2,0,,,,73800,36,763
KALOK,KL340,42,25,3.5,820,6,17,0,0,0,0,0,MFM,0,,,,83640,41,764
KALOK,KL341,40,25,3H,664,4,30,0,0,0,,663,SCSI,43,J,,,79680,39,765
KALOK,KL342,42,0,3,676,4,31,0,0,0,0,0,PS2,0,,,,70304,34,766
KALOK,KL343,40,33,3.5,676,4,31,0,0,0,645,0,IDE,0,,,,77280,38,767
KALOK,KL360,65,25,3.5,820,6,26,0,0,0,0,0,RLL,0,,,,127920,62,768
KALOK,KL381,84,25,3.5,815,6,34,0,0,0,0,0,SCSI,0,,,,0,0,769
KALOK,KL383,84,0,3,815,6,34,0,0,0,0,0,IDE,0,,,,0,0,770
KYOCERA,CK-80GA,80,23,3.5,0,0,0,0,0,0,0,0,IDE,0,,,,0,0,771
KYOCERA,CK-80GS,83,23,3.5,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,772
KYOCERA,KC 20A,21,65,3H,835,4,17,0,0,0,,615,MFM,40,J,,,41888,20,773
KYOCERA,KC 20B,21,62,3H,800,4,17,0,0,0,,614,MFM,40,N,,,41820,20,774
KYOCERA,KC 20C,21,0,3.5,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,775
KYOCERA,KC 30A,33,65,3H,835,4,26,0,0,0,,615,RLL,40,J,,,64064,31,776
KYOCERA,KC 30B,33,62,3H,800,4,26,0,0,0,,614,RLL,40,N,,,63960,31,777
KYOCERA,KC 40GA,41,28,3H,1069,2,17,0,0,0,,1068,AT-BUS,40,J,,,74830,37,778
KYOCERA,KC 80C,87,28,3H,788,8,27,0,0,0,,787,SCSI,40,J,,,170208,83,779
KYOCERA,KC 80GA,80,23,3.5,0,0,0,0,0,0,0,0,IDE,0,N,,,0,0,780
KYOCERA,KC 80GS,83,23,3.5,0,0,0,0,0,0,0,0,SCSI,0,N,,,0,0,781
LAPINE,3062,0,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,782
LAPINE,3062,10,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,783
LAPINE,3512,10,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,784
LAPINE,3522,10,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,785
LAPINE,LT 200,20,65,3.5,614,4,17,0,0,0,0,0,MFM,0,N,,,0,0,786
LAPINE,LT 2000,20,61,,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,787
LAPINE,LT4000,40,0,3.5,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,788
LAPINE,LX200,20,0,,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,789
LAPINE,LX2000,20,0,,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,790
LAPINE,TITAN 20 / LT20,21,65,3H,615,4,17,0,0,0,,614,MFM,0,N,1992-12-10,,41820,20,791
LAPINE,TITAN 30 / LT30,32,65,3H,615,4,26,0,0,0,,614,RLL,0,N,1992-12-10,,63960,31,792
LAPINE,T-10,10,0,,615,2,17,0,0,0,0,0,MFM,0,,,,20910,10,793
LAPINE,T-20,20,61,,615,4,17,0,0,0,0,0,MFM,0,,,,41820,20,794
LAPINE,T-30,0,61,,615,4,27,0,0,0,0,0,RLL,0,,,,66420,32,795
LAPINE,T-300,32,61,,615,4,26,0,0,0,0,0,RLL,0,,,,63960,31,796
LIBERTY SYSTEMS,2040C,40,19,2.5,0,0,0,0,0,0,0,0,SCSI,100,,,,0,0,797
LIBERTY SYSTEMS,3020CT,20,19,2.5,0,0,0,0,0,0,0,0,SCSI,100,,,,0,0,798
